"","ds","Global_reactive_power","y","kitchen_kwh","laundry_kwh","waterheat_aircond_kwh","Other_kwh","Voltage","Global_intensity","week"
"498",2008-04-26,168.696,15.0527666666667,0,0.634,3.586,10.8327666666667,240.7925625,2.63402777777778,17
"499",2008-04-27,198.118,16.804,0.693,0.588,5.488,10.035,240.907284722222,2.96375,17
"500",2008-04-28,167.118,10.9842,0,0.621,2.786,7.5772,240.978458333333,1.95069444444444,17
"501",2008-04-29,215.356,32.8769333333333,1.402,5.411,10.481,15.5829333333333,240.706902777778,5.77069444444444,18
"502",2008-04-30,171.556,18.3621,1.057,0.59,6.653,10.0621,241.433645833333,3.21861111111111,18
"503",2008-05-01,150.696,9.60023333333333,0,0.53,2.586,6.48423333333333,241.446263888889,1.70236111111111,18
"504",2008-05-02,205.568,24.9628,3.114,0.584,8.687,12.5778,241.648944444444,4.37777777777778,18
"505",2008-05-03,202.004,21.4933333333333,0.996,0.541,6.535,13.4213333333333,240.8336875,3.80097222222222,18
"506",2008-05-04,209.422,24.5161666666667,2.196,2.872,5.464,13.9841666666667,241.380479166667,4.3625,18
"507",2008-05-05,185.75,22.7822,1.008,0.378,10.197,11.1992,240.736854166667,3.99777777777778,18
"508",2008-05-06,199.596,29.833,1.354,5.41,12.2,10.869,240.290319444444,5.24597222222222,19
"509",2008-05-07,190.956,19.6044,1.03,0.423,6.649,11.5024,241.081263888889,3.4575,19
"510",2008-05-08,253.244,35.2783,3.667,0.702,12.717,18.1923,239.851291666667,6.17847222222222,19
"511",2008-05-09,229.874,29.1212,2.229,0.423,11.904,14.5652,240.471222222222,5.13611111111111,19
"512",2008-05-10,289.814,31.8188,6.95,0.612,11.714,12.5428,240.086229166667,5.63638888888889,19
"513",2008-05-11,275.702,26.8486666666667,0.563,1.34,6.93,18.0156666666667,240.485597222222,4.80416666666667,19
"514",2008-05-12,229.14,25.4034,2.082,1.085,11.959,10.2774,241.041625,4.51944444444444,19
"515",2008-05-13,236.468,24.6149,0.823,4.089,8.37,11.3329,240.3740625,4.39180555555556,20
"516",2008-05-14,277.374,26.4043666666667,2.467,3.436,9.716,10.7853666666667,240.708513888889,4.71333333333333,20
"517",2008-05-15,237.724,19.3794666666667,0.868,0.57,6.82,11.1214666666667,240.350395833333,3.52208333333333,20
"518",2008-05-16,235.398,27.5187666666667,2.228,2.569,8.957,13.7647666666667,239.615659722222,4.92458333333333,20
"519",2008-05-17,275.896,27.6242333333333,2.158,0.935,12.472,12.0592333333333,239.472861111111,4.95152777777778,20
"520",2008-05-18,254.492,30.0659666666667,1.775,5.355,8.626,14.3099666666667,239.6826875,5.40944444444444,20
"521",2008-05-19,175.736,17.1710333333333,1.014,0.558,7.503,8.09603333333333,240.431875,3.06944444444444,20
"522",2008-05-20,184.082,26.3555666666667,1.352,2.431,11.977,10.5955666666667,241.019604166667,4.68222222222222,21
"523",2008-05-21,190.326,22.0685333333333,1.989,0.474,9.251,10.3545333333333,240.760513888889,3.91666666666667,21
"524",2008-05-22,169.816,16.2811333333333,0.996,0.44,6.475,8.37013333333333,239.500194444444,2.95597222222222,21
"525",2008-05-23,178.958,24.7486,0,1.39,14.734,8.6246,239.498854166667,4.35861111111111,21
"526",2008-05-24,285.55,26.3362666666667,1.027,0.569,12.833,11.9072666666667,240.724902777778,4.66902777777778,21
"527",2008-05-25,290.416,34.1417333333333,4.307,8.811,6.016,15.0077333333333,239.945645833333,6.13652777777778,21
"528",2008-05-26,220.698,21.4951666666667,0.985,0.666,9.284,10.5601666666667,240.3636875,3.92972222222222,21
"529",2008-05-27,207.466,28.4783333333333,0,5.352,11.478,11.6483333333333,239.390868055556,5.10736111111111,22
"530",2008-05-28,235.644,18.5728666666667,3.138,0.512,6.709,8.21386666666667,241.322694444444,3.35055555555556,22
"531",2008-05-29,186.832,18.9179333333333,1.004,0.507,8.703,8.70393333333333,237.675159722222,3.47569444444444,22
"532",2008-05-30,182.218,23.2874,0,3.019,11.298,8.9704,240.553694444444,4.20291666666667,22
"533",2008-05-31,249.924,27.3578333333333,1.764,2.328,11.858,11.4078333333333,240.654201388889,4.92305555555556,22
"534",2008-06-01,225.34,30.8146,1.906,0.545,11.307,17.0566,240.623180555556,5.42319444444444,22
"535",2008-06-02,165.158,17.9002,0.96,0.558,6.341,10.0412,236.369875,3.21805555555556,22
"536",2008-06-03,173.938,26.6302666666667,2.897,2.608,9.265,11.8602666666667,234.152208333333,4.84416666666667,23
"537",2008-06-04,152.404,26.4818666666667,1.55,7.682,6.508,10.7418666666667,234.706472222222,4.82777777777778,23
"538",2008-06-05,153.106,18.6679666666667,1.747,0.506,8.781,7.63396666666667,235.163826388889,3.39763888888889,23
"539",2008-06-06,174.52,20.2952333333333,1.009,0.506,7.871,10.9092333333333,239.7169375,3.67208333333333,23
"540",2008-06-07,186.414,31.3747333333333,2.379,2.611,14.593,11.7917333333333,238.984444444444,5.53194444444444,23
"541",2008-06-08,188.384,25.7053666666667,2.536,3.161,9.732,10.2763666666667,239.9649375,4.59611111111111,23
"542",2008-06-09,183.64,22.0949666666667,1.967,2.085,7.921,10.1219666666667,239.434680555556,4.03972222222222,23
"543",2008-06-10,216.018,17.7848333333333,0.907,0.585,8.992,7.30083333333333,239.978048611111,3.20486111111111,24
"544",2008-06-11,214.372,18.7201,0.977,0.842,7.566,9.3351,240.154472222222,3.38847222222222,24
"545",2008-06-12,189.292,20.9888666666667,1.951,0.567,7.246,11.2248666666667,239.690020833333,3.79930555555556,24
"546",2008-06-13,281.936,31.2516666666667,2.809,7.358,10.531,10.5536666666667,238.8885,5.60444444444444,24
"547",2008-06-14,344.28,23.082,1.862,1.011,10.681,9.528,240.014493055556,4.20777777777778,24
"548",2008-06-15,281.006,38.1517,6.471,6.802,11.589,13.2897,239.453729166667,6.77361111111111,24
"549",2008-06-16,204.382,21.7174,1.98,0.464,10.012,9.2614,240.433465277778,3.90472222222222,24
"550",2008-06-17,175.464,19.0847333333333,1.08,0.432,10.094,7.47873333333333,240.354430555556,3.43458333333333,25
"551",2008-06-18,272.724,31.5601333333333,7.549,3.04,12.687,8.28413333333333,239.739868055556,5.71138888888889,25
"552",2008-06-19,189.418,26.4680333333333,3.411,1.514,10.911,10.6320333333333,239.2726875,4.73791666666667,25
"553",2008-06-20,227.42,27.9350666666667,2.948,2.935,12.417,9.63506666666667,239.9391875,5.00819444444444,25
"554",2008-06-21,239.028,28.9042333333333,0.94,5.823,12.828,9.31323333333333,239.463409722222,5.13416666666667,25
"555",2008-06-22,294.144,26.1069333333333,4.705,1.175,10.652,9.57493333333333,239.044118055556,4.67402777777778,25
"556",2008-06-23,210.956,20.8632666666667,2.6,0.581,10.124,7.55826666666667,238.937652777778,3.79194444444444,25
"557",2008-06-24,253.022,29.2408666666667,2.779,3.489,14.271,8.70186666666667,237.915388888889,5.26222222222222,26
"558",2008-06-25,290.626,21.0295,2.773,0.569,9.402,8.2855,238.894902777778,3.91097222222222,26
"559",2008-06-26,217.414,17.6003333333333,0.921,0.572,8.971,7.13633333333333,239.351402777778,3.21111111111111,26
"560",2008-06-27,262.008,29.2525333333333,4.159,2.372,10.163,12.5585333333333,238.934986111111,5.23666666666667,26
"561",2008-06-28,210.954,20.1466666666667,0,2,7.932,10.2146666666667,239.142381944444,3.68597222222222,26
"562",2008-06-29,183.664,12.4892,0.955,0.535,3.896,7.1032,240.160645833333,2.33111111111111,26
"563",2008-06-30,189.526,13.4032666666667,0,0.521,6.819,6.06326666666667,240.376118055556,2.47916666666667,26
"564",2008-07-01,277.788,20.254,3.465,0.587,8.39,7.812,239.540291666667,3.74,27
"565",2008-07-02,266.538,19.1200333333333,0.962,0.65,7.002,10.5060333333333,238.961979166667,3.56958333333333,27
"566",2008-07-03,213.748,18.306,0.958,2.569,7.41,7.369,239.635493055556,3.34319444444444,27
"567",2008-07-04,188.132,15.7003333333333,0,0.589,8.302,6.80933333333333,240.179652777778,2.82833333333333,27
"568",2008-07-05,224.78,24.4848,1.875,6.754,8.365,7.4908,239.564770833333,4.38652777777778,27
"569",2008-07-06,253.582,30.0844,4.258,5.23,7.536,13.0604,240.590229166667,5.35944444444444,27
"570",2008-07-07,202.81,16.3898333333333,2.171,0.592,7.149,6.47783333333333,239.633715277778,2.96861111111111,27
"571",2008-07-08,196.318,18.7702333333333,0.991,0.503,7.592,9.68423333333333,239.700625,3.37138888888889,28
"572",2008-07-09,191.724,15.3219666666667,0.951,0.499,7.352,6.51996666666667,240.329576388889,2.77527777777778,28
"573",2008-07-10,240.242,20.8546,0.982,0.552,8.186,11.1346,239.867756944444,3.74347222222222,28
"574",2008-07-11,251.036,20.9036,0.724,0.558,9.251,10.3706,239.516909722222,3.78222222222222,28
"575",2008-07-12,266.124,22.1475333333333,4.436,2.617,7.231,7.86353333333333,240.059277777778,4.05041666666667,28
"576",2008-07-13,166.908,20.9105666666667,1.671,3.164,7.056,9.01956666666667,240.2896875,3.76666666666667,28
"577",2008-07-14,209.668,18.9654333333333,2.564,1.995,6.436,7.97043333333333,240.4941875,3.43166666666667,28
"578",2008-07-15,190.936,19.2643333333333,0.968,0.552,8.585,9.15933333333333,239.781444444444,3.43569444444444,29
"579",2008-07-16,206.462,17.9510333333333,1.537,2.799,4.978,8.63703333333333,240.593381944444,3.23680555555556,29
"580",2008-07-17,239.506,21.9853666666667,1.122,0.723,8.28,11.8603666666667,239.917034722222,4.02666666666667,29
"581",2008-07-18,195.606,21.0264,1.143,0.552,9.26,10.0714,239.5771875,3.73694444444444,29
"582",2008-07-19,208.03,22.4002333333333,2.941,3.146,7.676,8.63723333333333,239.151118055556,4.01972222222222,29
"583",2008-07-20,172.576,15.6922333333333,1.943,1.076,5.457,7.21623333333333,239.777694444444,2.83638888888889,29
"584",2008-07-21,172.45,19.2746333333333,1.698,0.431,9.189,7.95663333333333,239.101694444444,3.48208333333333,29
"585",2008-07-22,161.128,12.3373666666667,0,0.43,4.886,7.02136666666667,239.670305555556,2.27263888888889,30
"586",2008-07-23,162.392,15.7105,1.233,0.454,6.325,7.6985,240.096118055556,2.84944444444444,30
"587",2008-07-24,185.882,18.2241666666667,0.837,0.476,8.344,8.56716666666667,239.883763888889,3.22152777777778,30
"588",2008-07-25,182.714,14.4255666666667,1.168,0.492,6.731,6.03456666666667,239.057215277778,2.61833333333333,30
"589",2008-07-26,213.318,13.5947333333333,0,0.948,6.243,6.40373333333333,240.028694444444,2.49444444444444,30
"590",2008-07-27,233.138,19.1232666666667,1.063,0.858,8.385,8.81726666666667,238.471159722222,3.5125,30
"591",2008-07-28,198.514,13.7634,0,0.509,5.963,7.2914,239.993694444444,2.57430555555556,30
"592",2008-07-29,208.384,19.4426333333333,1.571,0.53,5.802,11.5396333333333,240.248881944444,3.64083333333333,31
"593",2008-07-30,227.536,21.6651333333333,2.548,0.773,6.278,12.0661333333333,239.085590277778,4.06513888888889,31
"594",2008-07-31,243.476,23.2106333333333,1.533,2.808,7.588,11.2816333333333,240.095673611111,4.23180555555556,31
"595",2008-08-01,252.704,12.3262666666667,0.586,1.15,5.091,5.49926666666667,239.8054375,2.32791666666667,31
"596",2008-08-02,178.294,8.4296,0,0.504,3.803,4.1226,239.128729166667,1.58791666666667,31
"597",2008-08-03,166.052,8.41303333333333,0,0.499,3.926,3.98803333333333,237.0544375,1.57666666666667,31
"598",2008-08-04,193.822,18.7754666666667,0.596,4.677,4.411,9.09146666666667,237.863270833333,3.41680555555556,31
"599",2008-08-05,180.248,13.7853,0.635,0.509,7.118,5.5233,238.736458333333,2.50597222222222,32
"600",2008-08-06,214.504,5.4352,0,0.513,2.215,2.7072,240.565826388889,1.09041666666667,32
"601",2008-08-07,214.94,5.5814,0,0.526,2.357,2.6984,239.312326388889,1.12069444444444,32
"602",2008-08-08,196.448,5.03666666666667,0,0.481,1.98,2.57566666666667,239.456541666667,1.00555555555556,32
"603",2008-08-09,199.99,5.98206666666667,0,0.489,1.902,3.59106666666667,240.710458333333,1.16027777777778,32
"604",2008-08-10,189.106,5.8672,0,0.464,1.905,3.4982,240.264888888889,1.1225,32
"605",2008-08-11,187.62,6.1986,0,0.489,1.88,3.8296,240.718326388889,1.17069444444444,32
"606",2008-08-12,187.042,4.8164,0,0.462,1.844,2.5104,240.048284722222,0.953472222222222,33
"607",2008-08-13,183.836,4.70973333333333,0,0.451,1.789,2.46973333333333,240.871513888889,0.931527777777778,33
"608",2008-08-14,177.966,4.5043,0,0.441,1.641,2.4223,241.140881944444,0.885,33
"609",2008-08-15,178.178,4.5609,0,0.439,1.691,2.4309,241.158166666667,0.895972222222222,33
"610",2008-08-16,181.678,4.58023333333333,0,0.442,1.688,2.45023333333333,242.095347222222,0.899444444444444,33
"611",2008-08-17,179.516,4.57993333333333,0,0.445,1.71,2.42493333333333,241.183451388889,0.897777777777778,33
"612",2008-08-18,178.098,4.56263333333333,0,0.44,1.719,2.40363333333333,241.355840277778,0.894305555555556,33
"613",2008-08-19,180.622,4.5782,0,0.442,1.697,2.4392,240.894736111111,0.903333333333333,34
"614",2008-08-20,178.064,4.47453333333333,0,0.437,1.626,2.41153333333333,241.543708333333,0.883333333333333,34
"615",2008-08-21,168.972,4.35496666666667,0,0.432,1.577,2.34596666666667,240.295666666667,0.849722222222222,34
"616",2008-08-22,174.654,4.45206666666667,0,0.438,1.614,2.40006666666667,240.882243055556,0.872083333333333,34
"617",2008-08-23,169.422,4.24403333333333,0,0.419,1.485,2.34003333333333,242.142659722222,0.830833333333333,34
"618",2008-08-24,163.91,4.24526666666667,0,0.404,1.523,2.31826666666667,241.613416666667,0.826388888888889,34
"619",2008-08-25,163.87,4.17163333333333,0,0.422,1.436,2.31363333333333,241.473972222222,0.808333333333333,34
"620",2008-08-26,166.566,4.29273333333333,0,0.42,1.533,2.33973333333333,241.119548611111,0.837222222222222,35
"621",2008-08-27,165.872,4.3019,0,0.399,1.539,2.3639,240.576465277778,0.833194444444444,35
"622",2008-08-28,174.098,4.47076666666667,0,0.432,1.631,2.40776666666667,240.542652777778,0.875,35
"623",2008-08-29,171.186,4.4598,0,0.43,1.599,2.4308,240.335451388889,0.875,35
"624",2008-08-30,177.552,4.50706666666667,0,0.435,1.619,2.45306666666667,240.513993055556,0.88625,35
"625",2008-08-31,210.418,25.0422,2.056,3.733,12.136,7.1172,240.018055555556,4.45277777777778,35
"626",2008-09-01,184.486,20.7918333333333,0.95,0.521,10.183,9.13783333333333,239.915909722222,3.7325,35
"627",2008-09-02,224.634,23.0692333333333,4.273,1.206,6.648,10.9422333333333,239.328965277778,4.14152777777778,36
"628",2008-09-03,179.288,23.1414333333333,1.326,1.902,10.213,9.70043333333333,240.029458333333,4.11861111111111,36
"629",2008-09-04,151.872,20.4203333333333,2.225,0.404,9.408,8.38333333333333,238.663493055556,3.65472222222222,36
"630",2008-09-05,147.236,14.566,0.379,0.431,6.943,6.813,239.590590277778,2.60555555555556,36
"631",2008-09-06,238.292,31.1429,2.948,6.5,13.4,8.2949,239.339777777778,5.52444444444444,36
"632",2008-09-07,176.444,22.8776,3.612,1.707,5.976,11.5826,240.5886875,4.08083333333333,36
"633",2008-09-08,160.574,21.8220666666667,0.747,2.293,9.559,9.22306666666667,241.381826388889,3.85333333333333,36
"634",2008-09-09,180.67,19.3275666666667,0.236,0.453,7.728,10.9105666666667,239.781666666667,3.46444444444444,37
"635",2008-09-10,166.43,21.6794,1.009,0.399,10.281,9.9904,239.480583333333,3.8575,37
"636",2008-09-11,192.038,17.1452333333333,1.005,0.417,7.644,8.07923333333333,239.099805555556,3.08027777777778,37
"637",2008-09-12,178.298,23.2127,1.867,0.402,8.738,12.2057,239.9683125,4.14458333333333,37
"638",2008-09-13,186.192,27.1906,0.93,5.433,11.807,9.0206,240.124548611111,4.82013888888889,37
"639",2008-09-14,193.746,26.2721,4.673,0.445,6.538,14.6161,239.888986111111,4.735,37
"640",2008-09-15,136.118,28.2951333333333,0.96,0.364,10.322,16.6491333333333,240.255909722222,5.07180555555556,37
"641",2008-09-16,156.06,20.3643666666667,0,0.368,8.249,11.7473666666667,240.94875,3.61930555555556,38
"642",2008-09-17,177.168,25.3201666666667,1.91,3.727,9.371,10.3121666666667,240.656673611111,4.48972222222222,38
"643",2008-09-18,189.376,25.0881666666667,4.202,0.357,7.991,12.5381666666667,240.327138888889,4.44736111111111,38
"644",2008-09-19,166.768,25.3141,1.569,0.351,12.367,11.0271,240.357111111111,4.47875,38
"645",2008-09-20,156.204,21.7433333333333,0,0.37,12.477,8.89633333333333,240.594118055556,3.80555555555556,38
"646",2008-09-21,206.262,25.5511666666667,4.01,2.381,8.347,10.8131666666667,240.940159722222,4.56027777777778,38
"647",2008-09-22,151.524,22.6427333333333,1.014,2.448,10.227,8.95373333333333,240.209159722222,4.01263888888889,38
"648",2008-09-23,165.128,20.5464666666667,0,2.168,7.92,10.4584666666667,240.183361111111,3.68416666666667,39
"649",2008-09-24,173.472,28.6391666666667,2.019,4.73,10.548,11.3421666666667,240.125791666667,5.03166666666667,39
"650",2008-09-25,173.77,18.8536666666667,1.012,0.751,8.485,8.60566666666667,240.290326388889,3.34375,39
"651",2008-09-26,211.572,23.8575,1.221,0.37,10.89,11.3765,240.393625,4.23958333333333,39
"652",2008-09-27,257.04,35.4574333333333,4.347,2.584,12.688,15.8384333333333,240.146479166667,6.25861111111111,39
"653",2008-09-28,163.968,28.8517333333333,1.92,0.385,11.242,15.3047333333333,240.278416666667,5.07958333333333,39
"654",2008-09-29,199.432,25.0289666666667,1.014,0.363,10.677,12.9749666666667,240.264020833333,4.40944444444444,39
"655",2008-09-30,155.092,22.9167666666667,0.998,0.36,7.415,14.1437666666667,240.583770833333,4.02472222222222,40
"656",2008-10-01,181.256,31.2060666666667,2.249,5.8,10.808,12.3490666666667,241.128611111111,5.48208333333333,40
"657",2008-10-02,153.676,22.4223666666667,0,0.367,9.06,12.9953666666667,240.328243055556,3.94861111111111,40
"658",2008-10-03,158.598,26.8763333333333,4.801,0.349,9.432,12.2943333333333,239.842006944444,4.74569444444444,40
"659",2008-10-04,216.2,35.0082666666667,3.462,0.629,12.573,18.3442666666667,240.174402777778,6.14486111111111,40
"660",2008-10-05,146.296,25.8325,0.99,3.257,6.071,15.5145,240.137541666667,4.53416666666667,40
"661",2008-10-06,125.204,23.7297,0.99,0.286,9.562,12.8917,239.119076388889,4.21638888888889,40
"662",2008-10-07,187.234,28.7761333333333,1.016,0.419,9.476,17.8651333333333,238.852868055556,5.16611111111111,41
"663",2008-10-08,152.41,31.0096,1.044,5.126,11.65,13.1896,240.049013888889,5.43125,41
"664",2008-10-09,181.9,33.0613666666667,1.032,3.064,11.652,17.3133666666667,239.275423611111,5.81236111111111,41
"665",2008-10-10,148.044,25.3056333333333,0,0.389,12.046,12.8706333333333,239.634854166667,4.43680555555556,41
"666",2008-10-11,154.848,27.8231,2.144,2.335,11.373,11.9711,239.182618055556,4.90597222222222,41
"667",2008-10-12,161.806,31.799,2.561,5.822,7.171,16.245,240.151541666667,5.61513888888889,41
"668",2008-10-13,147.894,24.3662666666667,1.037,0.535,9.483,13.3112666666667,240.809423611111,4.25430555555556,41
"669",2008-10-14,164.286,26.8176,1.177,0.442,9.939,15.2596,239.215729166667,4.73013888888889,42
"670",2008-10-15,168.462,35.9482666666667,1.998,7.042,9.984,16.9242666666667,239.506791666667,6.32819444444444,42
"671",2008-10-16,136.84,26.3946666666667,0.951,0.429,8.438,16.5766666666667,239.262847222222,4.66125,42
"672",2008-10-17,153.522,31.1147666666667,2.036,3.187,9.639,16.2527666666667,240.047625,5.47583333333333,42
"673",2008-10-18,162.628,37.3198333333333,0.799,1.655,12.146,22.7198333333333,239.835430555556,6.54708333333333,42
"674",2008-10-19,181.596,32.8655666666667,0.698,8.01,4.6,19.5575666666667,240.042548611111,5.80527777777778,42
"675",2008-10-20,137.812,27.7925666666667,0.844,2.648,10.475,13.8255666666667,240.432493055556,4.86027777777778,42
"676",2008-10-21,152.344,34.3952666666667,0.857,2.663,11.331,19.5442666666667,239.7306875,6.08083333333333,43
"677",2008-10-22,149.344,27.4335,0.662,2.542,8.487,15.7425,240.815763888889,4.83694444444444,43
"678",2008-10-23,161.208,30.5082333333333,0.815,1.435,10.587,17.6712333333333,240.399041666667,5.37458333333333,43
"679",2008-10-24,168.014,35.5537666666667,7.893,2.277,10.284,15.0997666666667,240.413694444444,6.26694444444444,43
"680",2008-10-25,111.238,25.3859333333333,0.737,0.394,13.433,10.8219333333333,233.764694444444,4.41875,43
"681",2008-10-26,115.53,8.72486666666667,0,0.36,2.013,6.35186666666667,242.123465277778,1.49916666666667,43
"682",2008-10-27,128.978,8.73153333333333,0,0.402,1.967,6.36253333333333,242.228055555556,1.50916666666667,43
"683",2008-10-28,145.076,22.1215,2.263,0.362,5.09,14.4065,241.326791666667,3.85319444444444,44
"684",2008-10-29,133.282,26.8762666666667,1.037,0.345,4.015,21.4792666666667,241.789597222222,4.60430555555556,44
"685",2008-10-30,123.028,18.31,0,0.345,2.619,15.346,242.083291666667,3.27333333333333,44
"686",2008-10-31,104.348,21.4305333333333,0,0.312,10.483,10.6355333333333,241.329770833333,3.76638888888889,44
"687",2008-11-01,113.672,13.8416333333333,0,0.344,1.939,11.5586333333333,241.810236111111,2.62569444444444,44
"688",2008-11-02,120.472,15.1769,0,0.346,2.824,12.0069,242.155743055556,2.86402777777778,44
"689",2008-11-03,115.248,14.1266666666667,0.963,0.347,1.892,10.9246666666667,241.765118055556,2.665,44
"690",2008-11-04,121.476,26.0386,0,6.214,4.106,15.7186,240.802444444444,4.65236111111111,45
"691",2008-11-05,257.82,52.2488333333333,7.597,10.409,8.362,25.8808333333333,239.480770833333,9.23916666666667,45
"692",2008-11-06,181.468,26.4739666666667,1.033,0.43,6.734,18.2769666666667,240.390215277778,4.72666666666667,45
"693",2008-11-07,109.988,26.9864,1.032,0.389,10.421,15.1444,239.751784722222,4.75458333333333,45
"694",2008-11-08,133.168,28.8856333333333,1.114,3.271,6.069,18.4316333333333,239.308027777778,5.10472222222222,45
"695",2008-11-09,210.946,42.9756333333333,6.301,0.661,14.348,21.6656333333333,238.454069444444,7.62097222222222,45
"696",2008-11-10,155.49,34.8646666666667,1.023,0.355,10.285,23.2016666666667,238.653694444444,6.15180555555556,45
"697",2008-11-11,128.08,40.9325,2.475,2.288,14.651,21.5185,239.878694444444,7.18333333333333,46
"698",2008-11-12,159.172,36.5047666666667,1.066,2.752,9.43,23.2567666666667,240.386548611111,6.35125,46
"699",2008-11-13,125.424,20.641,0,0.338,6.315,13.988,241.597923611111,3.62722222222222,46
"700",2008-11-14,127.894,27.0289666666667,2.092,0.325,9.929,14.6829666666667,241.021819444444,4.75555555555556,46
"701",2008-11-15,165.16,50.5271333333333,3.952,3.799,15.635,27.1411333333333,238.634118055556,8.96319444444444,46
"702",2008-11-16,163.13,39.4238666666667,4.791,1.829,8.945,23.8588666666667,240.494138888889,6.91902777777778,46
"703",2008-11-17,118.874,25.3939333333333,0,0.378,10.59,14.4259333333333,241.134930555556,4.41208333333333,46
"704",2008-11-18,139.282,29.1508333333333,1.079,0.369,11.204,16.4988333333333,239.902041666667,5.14180555555556,47
"705",2008-11-19,166.452,30.6706333333333,1.737,3.026,8.704,17.2036333333333,240.539618055556,5.41291666666667,47
"706",2008-11-20,121.192,28.2056,1.034,0.347,7.732,19.0926,239.818118055556,4.98444444444444,47
"707",2008-11-21,127.554,27.8988333333333,1.039,0.348,10.396,16.1158333333333,239.928333333333,4.94652777777778,47
"708",2008-11-22,124.868,28.5228,1.093,0.882,8.32,18.2278,239.7318125,5.04958333333333,47
"709",2008-11-23,207.018,56.7796666666667,3.631,8.823,10.29,34.0356666666667,239.150972222222,10.0483333333333,47
"710",2008-11-24,121.618,53.5499666666667,1.063,0.51,13.378,38.5989666666667,240.359486111111,9.28541666666667,47
"711",2008-11-25,150.564,45.0475,3.01,0.345,10.471,31.2215,240.930604166667,7.82388888888889,48
"712",2008-11-26,119.996,25.2659,0.909,0.304,10.002,14.0509,242.400895833333,4.35638888888889,48
"713",2008-11-27,126.218,39.3703,2.491,0.33,12.44,24.1093,241.440013888889,6.84111111111111,48
"714",2008-11-28,128.426,31.4327333333333,1.113,0.295,11.361,18.6637333333333,243.066513888889,5.40958333333333,48
"715",2008-11-29,166.51,40.5778,5.268,2.392,12.386,20.5318,241.240756944444,7.05361111111111,48
"716",2008-11-30,170.904,40.0231333333333,1.161,3.481,11.474,23.9071333333333,242.3745625,6.95555555555556,48
"717",2008-12-01,118.678,26.9423,1.085,0.309,9.013,16.5353,243.445840277778,4.75847222222222,48
"718",2008-12-02,145.908,29.8907333333333,0,0.304,11.343,18.2437333333333,243.379368055556,5.21513888888889,49
"719",2008-12-03,124.722,29.2527333333333,1.137,0.302,9.664,18.1497333333333,243.383729166667,5.06958333333333,49
"720",2008-12-04,113.99,28.9773,1.085,0.281,11.314,16.2973,243.463138888889,5.02375,49
"721",2008-12-05,120.026,34.3103,0.831,0.31,9.852,23.3173,242.975909722222,5.96763888888889,49
"722",2008-12-06,188.144,42.0639333333333,4.005,5.749,9.048,23.2619333333333,241.1365625,7.35833333333333,49
"723",2008-12-07,180.224,41.1123333333333,3.294,0.31,13.627,23.8813333333333,242.238541666667,7.15736111111111,49
"724",2008-12-08,120.782,31.1439333333333,1.117,0.296,13.256,16.4749333333333,243.731618055556,5.38319444444444,49
"725",2008-12-09,132.516,33.3857333333333,1.985,2.553,12.886,15.9617333333333,243.555652777778,5.75763888888889,50
"726",2008-12-10,137.006,35.1836666666667,1.128,4.144,10.889,19.0226666666667,231.664006944444,6.05986111111111,50
"727",2008-12-11,114.916,23.8753666666667,1.16,0.273,7.979,14.4633666666667,243.418361111111,4.12194444444444,50
"728",2008-12-12,139.342,30.2589,1.157,0.255,12.154,16.6929,243.043020833333,5.22166666666667,50
"729",2008-12-13,163.278,30.4262333333333,2.186,0.261,9.271,18.7082333333333,241.538548611111,5.32180555555556,50
"730",2008-12-14,164.014,33.3686666666667,3.742,2.497,5.415,21.7146666666667,241.622798611111,5.88152777777778,50
"731",2008-12-15,113.744,29.9241666666667,1.178,0.252,9.668,18.8261666666667,243.039201388889,5.19097222222222,50
"732",2008-12-16,114.598,29.9515,0,0.253,11.334,18.3645,243.879902777778,5.19263888888889,51
"733",2008-12-17,136.216,34.9797666666667,4.251,0.284,10.813,19.6317666666667,243.313513888889,6.08027777777778,51
"734",2008-12-18,118.07,28.949,1.125,0.258,11.293,16.273,242.8590625,4.98930555555556,51
"735",2008-12-19,132.154,31.3685333333333,1.538,0.296,11.773,17.7615333333333,241.866173611111,5.48013888888889,51
"736",2008-12-20,160.838,37.4023666666667,1.134,6.479,12.837,16.9523666666667,242.565097222222,6.5,51
"737",2008-12-21,135.072,44.0601666666667,1.099,9.189,14.816,18.9561666666667,241.720083333333,7.66263888888889,51
"738",2008-12-22,124.87,33.5968,2.157,0.391,10.433,20.6158,241.864493055556,5.85708333333333,51
"739",2008-12-23,151.08,29.9681333333333,2.666,2.115,8.326,16.8611333333333,241.770548611111,5.25069444444444,52
"740",2008-12-24,115.318,21.1606333333333,0,0.364,9.981,10.8156333333333,243.960625,3.63361111111111,52
"741",2008-12-25,116.882,17.6853,0,0.285,3.598,13.8023,243.2330625,3.03861111111111,52
"742",2008-12-26,124.222,20.3955333333333,1.121,0.279,7.796,11.1995333333333,244.353659722222,3.50069444444444,52
"743",2008-12-27,118.132,49.5360666666667,0,0.244,12.209,37.0830666666667,243.311895833333,8.43180555555556,52
"744",2008-12-28,112.248,26.1773666666667,1.953,0.217,5.291,18.7163666666667,244.560381944444,4.42,52
"745",2008-12-29,91.638,9.25463333333333,0,0.218,2.48,6.55663333333333,244.954756944444,1.57888888888889,52
