"","Date","Day_week","month","Year","MonthYear","Global_reactive_power","Global_active_power_kwh","Voltage","Global_intensity","kitchen_kwh","laundry_kwh","waterheat_aircond_kwh","Other_kwh"
"719",2008-12-04,"Thursday",12,2008,"12 - 2008",113.99,28.9773,243.463138888889,5.02375,1.085,0.281,11.314,16.2973
"720",2008-12-05,"Friday",12,2008,"12 - 2008",120.026,34.3103,242.975909722222,5.96763888888889,0.831,0.31,9.852,23.3173
"721",2008-12-06,"Saturday",12,2008,"12 - 2008",188.144,42.0639333333333,241.1365625,7.35833333333333,4.005,5.749,9.048,23.2619333333333
"722",2008-12-07,"Sunday",12,2008,"12 - 2008",180.224,41.1123333333333,242.238541666667,7.15736111111111,3.294,0.31,13.627,23.8813333333333
"723",2008-12-08,"Monday",12,2008,"12 - 2008",120.782,31.1439333333333,243.731618055556,5.38319444444444,1.117,0.296,13.256,16.4749333333333
"724",2008-12-09,"Tuesday",12,2008,"12 - 2008",132.516,33.3857333333333,243.555652777778,5.75763888888889,1.985,2.553,12.886,15.9617333333333
"725",2008-12-10,"Wednesday",12,2008,"12 - 2008",137.006,35.1836666666667,243.500854014599,6.36948905109489,1.128,4.144,10.889,19.0226666666667
"726",2008-12-11,"Thursday",12,2008,"12 - 2008",114.916,23.8753666666667,243.418361111111,4.12194444444444,1.16,0.273,7.979,14.4633666666667
"727",2008-12-12,"Friday",12,2008,"12 - 2008",139.342,30.2589,243.043020833333,5.22166666666667,1.157,0.255,12.154,16.6929
"728",2008-12-13,"Saturday",12,2008,"12 - 2008",163.278,30.4262333333333,241.538548611111,5.32180555555556,2.186,0.261,9.271,18.7082333333333
"729",2008-12-14,"Sunday",12,2008,"12 - 2008",164.014,33.3686666666667,241.622798611111,5.88152777777778,3.742,2.497,5.415,21.7146666666667
"730",2008-12-15,"Monday",12,2008,"12 - 2008",113.744,29.9241666666667,243.039201388889,5.19097222222222,1.178,0.252,9.668,18.8261666666667
"731",2008-12-16,"Tuesday",12,2008,"12 - 2008",114.598,29.9515,243.879902777778,5.19263888888889,0,0.253,11.334,18.3645
"732",2008-12-17,"Wednesday",12,2008,"12 - 2008",136.216,34.9797666666667,243.313513888889,6.08027777777778,4.251,0.284,10.813,19.6317666666667
"733",2008-12-18,"Thursday",12,2008,"12 - 2008",118.07,28.949,242.8590625,4.98930555555556,1.125,0.258,11.293,16.273
"734",2008-12-19,"Friday",12,2008,"12 - 2008",132.154,31.3685333333333,241.866173611111,5.48013888888889,1.538,0.296,11.773,17.7615333333333
"735",2008-12-20,"Saturday",12,2008,"12 - 2008",160.69,37.3750333333333,242.565997220292,6.4997915218902,1.132,6.479,12.819,16.9450333333333
"736",2008-12-21,"Sunday",12,2008,"12 - 2008",135.072,44.0601666666667,241.720083333333,7.66263888888889,1.099,9.189,14.816,18.9561666666667
"737",2008-12-22,"Monday",12,2008,"12 - 2008",124.87,33.5968,241.864493055556,5.85708333333333,2.157,0.391,10.433,20.6158
"738",2008-12-23,"Tuesday",12,2008,"12 - 2008",151.08,29.9681333333333,241.770548611111,5.25069444444444,2.666,2.115,8.326,16.8611333333333
"739",2008-12-24,"Wednesday",12,2008,"12 - 2008",115.318,21.1606333333333,243.960625,3.63361111111111,0,0.364,9.981,10.8156333333333
"740",2008-12-25,"Thursday",12,2008,"12 - 2008",116.882,17.6853,243.2330625,3.03861111111111,0,0.285,3.598,13.8023
"741",2008-12-26,"Friday",12,2008,"12 - 2008",124.222,20.3955333333333,244.353659722222,3.50069444444444,1.121,0.279,7.796,11.1995333333333
"742",2008-12-27,"Saturday",12,2008,"12 - 2008",118.132,49.5360666666667,243.311895833333,8.43180555555556,0,0.244,12.209,37.0830666666667
"743",2008-12-28,"Sunday",12,2008,"12 - 2008",112.248,26.1773666666667,244.560381944444,4.42,1.953,0.217,5.291,18.7163666666667
"744",2008-12-29,"Monday",12,2008,"12 - 2008",91.638,9.25463333333333,244.954756944444,1.57888888888889,0,0.218,2.48,6.55663333333333
"745",2008-12-30,"Tuesday",12,2008,"12 - 2008",113.206,19.9206333333333,244.638166666667,3.40180555555556,0,0.245,7.145,12.5306333333333
"746",2008-12-31,"Wednesday",12,2008,"12 - 2008",129.272,32.7364666666667,243.296618055556,5.68763888888889,2.975,0.246,11.86,17.6554666666667
"747",2009-01-01,"Thursday",1,2009,"1 - 2009",112.668,23.4448666666667,242.8360625,4.14986111111111,0.765,3.845,2.803,16.0318666666667
"748",2009-01-02,"Friday",1,2009,"1 - 2009",204.73,38.7918333333333,242.704888888889,6.73777777777778,2.417,6.018,11.841,18.5158333333333
"749",2009-01-03,"Saturday",1,2009,"1 - 2009",174.912,31.8916,243.681458333333,5.53083333333333,6.44,0.328,10.439,14.6846
"750",2009-01-04,"Sunday",1,2009,"1 - 2009",167.338,32.3332333333333,244.822430555556,5.63319444444444,1.457,5.251,3.245,22.3802333333333
"751",2009-01-05,"Monday",1,2009,"1 - 2009",128.938,26.7333333333333,244.830777777778,4.63625,1.247,0.322,8.65,16.5143333333333
"752",2009-01-06,"Tuesday",1,2009,"1 - 2009",115.556,28.1643666666667,245.092666666667,4.83402777777778,0,0.254,12.462,15.4483666666667
"753",2009-01-07,"Wednesday",1,2009,"1 - 2009",141.504,34.6712,246.040638888889,5.94680555555556,2.687,3.82,9.979,18.1852
"754",2009-01-08,"Thursday",1,2009,"1 - 2009",124.374,27.2211666666667,245.350736111111,4.72069444444444,2.773,0.299,10.075,14.0741666666667
"755",2009-01-09,"Friday",1,2009,"1 - 2009",115.572,29.8117,244.622409722222,5.18208333333333,1.802,0.272,9.285,18.4527
"756",2009-01-10,"Saturday",1,2009,"1 - 2009",161.734,35.0491333333333,244.120486111111,6.08888888888889,2.828,4.288,12.539,15.3941333333333
"757",2009-01-11,"Sunday",1,2009,"1 - 2009",143.24,32.9331333333333,245.531548611111,5.76472222222222,4.521,5.301,5.887,17.2241333333333
"758",2009-01-12,"Monday",1,2009,"1 - 2009",112.428,26.4879666666667,245.527069444444,4.51388888888889,0,0.261,12.147,14.0799666666667
"759",2009-01-13,"Tuesday",1,2009,"1 - 2009",134.142,36.3766666666667,244.458340277778,6.25430555555556,1.14,0.329,16.194,18.7136666666667
"760",2009-01-14,"Wednesday",1,2009,"1 - 2009",120.66,29.6047,244.609437109104,5.1002084781098,2.277,0.332,10.301,16.6947
"761",2009-01-15,"Thursday",1,2009,"1 - 2009",115.546,26.0678,243.021277777778,4.52055555555556,2.731,0.39,9.561,13.3858
"762",2009-01-16,"Friday",1,2009,"1 - 2009",179.92,46.1092333333333,242.568972222222,8.04055555555555,5.811,3.158,15.22,21.9202333333333
"763",2009-01-17,"Saturday",1,2009,"1 - 2009",164.544,55.297,241.631541666667,9.57888888888889,2.477,3.154,15.322,34.344
"764",2009-01-18,"Sunday",1,2009,"1 - 2009",209.84,52.5699,242.644083333333,9.16763888888889,5.649,6.701,12.727,27.4929
"765",2009-01-19,"Monday",1,2009,"1 - 2009",119.274,28.3311,243.126173611111,4.92444444444444,1.118,0.376,10.279,16.5581
"766",2009-01-20,"Tuesday",1,2009,"1 - 2009",133.88,28.9671333333333,243.399854166667,4.97972222222222,0,0.282,13.727,14.9581333333333
"767",2009-01-21,"Wednesday",1,2009,"1 - 2009",128.044,28.9905666666667,244.1051875,4.99291666666667,1.148,2.159,9.83,15.8535666666667
"768",2009-01-22,"Thursday",1,2009,"1 - 2009",115.6,20.6226,244.006354166667,3.59,0,0.341,8.246,12.0356
"769",2009-01-23,"Friday",1,2009,"1 - 2009",126.298,31.8422666666667,242.768951388889,5.53083333333333,2.078,0.295,12.146,17.3232666666667
"770",2009-01-24,"Saturday",1,2009,"1 - 2009",169.974,36.6795,243.250756944444,6.39111111111111,5.096,4.492,8.322,18.7695
"771",2009-01-25,"Sunday",1,2009,"1 - 2009",147.766,47.3944,242.543993055556,8.15138888888889,3.971,5.96,11.213,26.2504
"772",2009-01-26,"Monday",1,2009,"1 - 2009",113.276,27.9078666666667,243.200270833333,4.83444444444444,1.121,0.348,9.821,16.6178666666667
"773",2009-01-27,"Tuesday",1,2009,"1 - 2009",135.636,23.7505,243.937604166667,4.16791666666667,0.896,0.278,6.608,15.9685
"774",2009-01-28,"Wednesday",1,2009,"1 - 2009",116.02,45.3622333333333,243.032222222222,7.83097222222222,2.301,6.949,14.285,21.8272333333333
"775",2009-01-29,"Thursday",1,2009,"1 - 2009",104.306,26.2283,243.362847222222,4.53263888888889,0,0.294,8.996,16.9383
"776",2009-01-30,"Friday",1,2009,"1 - 2009",120.094,34.3173,244.289833333333,5.91791666666667,1.622,0.28,12.147,20.2683
"777",2009-01-31,"Saturday",1,2009,"1 - 2009",238.712,55.2142,242.471381944444,9.63319444444445,8.278,6.575,15.309,25.0522
"778",2009-02-01,"Sunday",2,2009,"2 - 2009",149.582,30.1243333333333,244.764857346648,5.39572039942939,3.33,0.622,7.494,18.6783333333333
"779",2009-02-02,"Monday",2,2009,"2 - 2009",106.588,26.7216666666667,244.874826388889,4.58111111111111,1.159,0.232,10.915,14.4156666666667
"780",2009-02-03,"Tuesday",2,2009,"2 - 2009",123.01,31.1398333333333,244.302722222222,5.34388888888889,0.703,0.878,14.984,14.5748333333333
"781",2009-02-04,"Wednesday",2,2009,"2 - 2009",151.604,41.0154,244.686694444444,7.04138888888889,0.871,6.961,15.96,17.2234
"782",2009-02-05,"Thursday",2,2009,"2 - 2009",122.188,27.4848,243.8550625,4.7625,1.104,0.264,12.987,13.1298
"783",2009-02-06,"Friday",2,2009,"2 - 2009",126.872,34.1399333333333,243.288930555556,5.92166666666667,1.165,0.273,11.716,20.9859333333333
"784",2009-02-07,"Saturday",2,2009,"2 - 2009",184.644,52.1922666666667,242.050923611111,9.08097222222222,6.822,4.483,17.873,23.0142666666667
"785",2009-02-08,"Sunday",2,2009,"2 - 2009",134.02,36.3811,243.354569444444,6.32958333333333,5.341,0.259,15.174,15.6071
"786",2009-02-09,"Monday",2,2009,"2 - 2009",134.608,28.4439666666667,243.321986111111,4.96555555555556,1.063,0.228,9.375,17.7779666666667
"787",2009-02-10,"Tuesday",2,2009,"2 - 2009",115.832,32.3970333333333,243.157770833333,5.58416666666667,1.128,0.263,12.339,18.6670333333333
"788",2009-02-11,"Wednesday",2,2009,"2 - 2009",239.362,43.9898333333333,242.0975625,7.73125,2.985,10.477,12.195,18.3328333333333
"789",2009-02-12,"Thursday",2,2009,"2 - 2009",119.284,32.811,242.911527777778,5.68263888888889,1.109,0.299,17.724,13.679
"790",2009-02-13,"Friday",2,2009,"2 - 2009",109.186,28.1670333333333,241.693333333333,4.89180555555556,1.1,0.254,11.554,15.2590333333333
"791",2009-02-14,"Saturday",2,2009,"2 - 2009",118.768,38.8765666666667,241.954068150209,6.72948539638387,2.28,3.256,18.509,14.8315666666667
"792",2009-02-15,"Sunday",2,2009,"2 - 2009",114.022,26.4338666666667,242.8439375,4.50138888888889,2.465,0.226,5.234,18.5088666666667
"793",2009-02-16,"Monday",2,2009,"2 - 2009",111.806,21.9832333333333,242.143006944444,3.82819444444444,0,0.261,7.037,14.6852333333333
"794",2009-02-17,"Tuesday",2,2009,"2 - 2009",112.69,13.0283,242.261843220339,2.29887005649718,0,0.266,3.925,8.8373
"795",2009-02-18,"Wednesday",2,2009,"2 - 2009",113.064,13.7741666666667,242.231097222222,2.35583333333333,0,0.297,5.471,8.00616666666667
"796",2009-02-19,"Thursday",2,2009,"2 - 2009",99.378,12.2878,241.549590277778,2.11152777777778,1.046,0.262,1.796,9.1838
"797",2009-02-20,"Friday",2,2009,"2 - 2009",147.036,31.3456,240.190708333333,5.535,2.897,0.293,8.768,19.3876
"798",2009-02-21,"Saturday",2,2009,"2 - 2009",155.402,21.9364,240.954340277778,3.80666666666667,2.111,0.262,3.983,15.5804
"799",2009-02-22,"Sunday",2,2009,"2 - 2009",175.828,37.3079666666667,241.316305555556,6.53472222222222,3.816,8.576,7.133,17.7829666666667
"800",2009-02-23,"Monday",2,2009,"2 - 2009",129.8,45.5609333333333,241.240881944444,7.87305555555556,1.212,3.744,12.471,28.1339333333333
"801",2009-02-24,"Tuesday",2,2009,"2 - 2009",123.346,29.7190666666667,240.887923611111,5.16763888888889,0,1.602,14.512,13.6050666666667
"802",2009-02-25,"Wednesday",2,2009,"2 - 2009",113.07,19.4974,241.201965277778,3.4125,1.092,0.274,7.359,10.7724
"803",2009-02-26,"Thursday",2,2009,"2 - 2009",112.6,19.2808666666667,240.732368055556,3.36305555555556,0,0.268,6.841,12.1718666666667
"804",2009-02-27,"Friday",2,2009,"2 - 2009",202.116,33.8153,240.9656875,5.90347222222222,1.154,0.246,14.831,17.5843
"805",2009-02-28,"Saturday",2,2009,"2 - 2009",212.588,27.1791666666667,242.397277777778,4.83430555555556,1.145,5.358,8.006,12.6701666666667
"806",2009-03-01,"Sunday",3,2009,"3 - 2009",189.112,41.1271,242.139277275886,7.22168172341904,11.178,2.74,8.834,18.3751
"807",2009-03-02,"Monday",3,2009,"3 - 2009",135.364,24.6240333333333,242.241847222222,4.40111111111111,1.56,0.31,6.684,16.0700333333333
"808",2009-03-03,"Tuesday",3,2009,"3 - 2009",127.904,30.8158666666667,242.897354166667,5.34708333333333,1.159,0.268,13.024,16.3648666666667
"809",2009-03-04,"Wednesday",3,2009,"3 - 2009",129.434,30.7021666666667,242.384486111111,5.39722222222222,2.214,2.57,8.393,17.5251666666667
"810",2009-03-05,"Thursday",3,2009,"3 - 2009",112.462,24.0302,241.679604166667,4.25333333333333,0,0.271,9.094,14.6652
"811",2009-03-06,"Friday",3,2009,"3 - 2009",128.956,29.7245666666667,240.7933125,5.26361111111111,1.144,0.265,12.056,16.2595666666667
"812",2009-03-07,"Saturday",3,2009,"3 - 2009",149.866,28.2744333333333,242.471645833333,4.93597222222222,1.055,0.811,12.113,14.2954333333333
"813",2009-03-08,"Sunday",3,2009,"3 - 2009",194.186,39.2861,242.159791666667,6.88180555555556,7.253,5.26,12.691,14.0821
"814",2009-03-09,"Monday",3,2009,"3 - 2009",136.04,28.0926,242.482305555556,4.90444444444444,2.001,0.369,10.336,15.3866
"815",2009-03-10,"Tuesday",3,2009,"3 - 2009",114.902,30.6035,241.8284375,5.34069444444444,0,0.281,11.61,18.7125
"816",2009-03-11,"Wednesday",3,2009,"3 - 2009",137.244,40.0984,241.821173611111,7.02763888888889,3.476,7.288,10.737,18.5974
"817",2009-03-12,"Thursday",3,2009,"3 - 2009",134.772,31.4543333333333,241.998423611111,5.45791666666667,0,0.364,13.655,17.4353333333333
"818",2009-03-13,"Friday",3,2009,"3 - 2009",138.684,24.092,242.757305555556,4.17138888888889,1.082,0.311,10.466,12.233
"819",2009-03-14,"Saturday",3,2009,"3 - 2009",155.25,35.8171333333333,242.178805555556,6.18611111111111,2.196,0.28,18.036,15.3051333333333
"820",2009-03-15,"Sunday",3,2009,"3 - 2009",177.752,32.3677,241.771111111111,5.69625,3.478,5.152,8.353,15.3847
"821",2009-03-16,"Monday",3,2009,"3 - 2009",119.258,22.2455333333333,242.411890201529,3.84808895066018,0,0.306,9.273,12.6665333333333
"822",2009-03-17,"Tuesday",3,2009,"3 - 2009",234.992,32.1985,241.956423611111,5.64930555555556,1.11,3.952,12.32,14.8165
"823",2009-03-18,"Wednesday",3,2009,"3 - 2009",121.906,24.178,242.840618055556,4.18111111111111,1.123,0.375,12.101,10.579
"824",2009-03-19,"Thursday",3,2009,"3 - 2009",116.412,19.8588666666667,242.776277777778,3.42486111111111,0,0.314,9.458,10.0868666666667
"825",2009-03-20,"Friday",3,2009,"3 - 2009",130.038,24.3984333333333,242.916486111111,4.21777777777778,1.083,0.308,10.618,12.3894333333333
"826",2009-03-21,"Saturday",3,2009,"3 - 2009",197.656,32.1670333333333,242.582722222222,5.67180555555556,5.42,0.682,10.266,15.7990333333333
"827",2009-03-22,"Sunday",3,2009,"3 - 2009",130.28,28.1528333333333,241.527611111111,4.95055555555556,2.017,3.778,9.015,13.3428333333333
"828",2009-03-23,"Monday",3,2009,"3 - 2009",120.122,21.6075,242.053652777778,3.78944444444444,1.078,0.31,5.999,14.2205
"829",2009-03-24,"Tuesday",3,2009,"3 - 2009",146.836,27.6952,242.484097222222,4.89430555555556,1.71,0.352,10.149,15.4842
"830",2009-03-25,"Wednesday",3,2009,"3 - 2009",194.036,30.6462333333333,243.1130625,5.35305555555556,2.78,3.315,10.287,14.2642333333333
"831",2009-03-26,"Thursday",3,2009,"3 - 2009",119.75,20.1834,242.935756944444,3.50166666666667,0,0.312,8.596,11.2754
"832",2009-03-27,"Friday",3,2009,"3 - 2009",181.074,28.5654333333333,242.628645833333,5.01513888888889,1.103,0.526,9.947,16.9894333333333
"833",2009-03-28,"Saturday",3,2009,"3 - 2009",276.7,37.6829333333333,242.135618055556,6.60333333333333,4.527,0.327,12.225,20.6039333333333
"834",2009-03-29,"Sunday",3,2009,"3 - 2009",137.094,36.9441666666667,242.548569444444,6.41833333333333,1.611,4.024,9.502,21.8071666666667
"835",2009-03-30,"Monday",3,2009,"3 - 2009",131.324,24.6242,242.728520833333,4.30472222222222,1.085,0.295,9.901,13.3432
"836",2009-03-31,"Tuesday",3,2009,"3 - 2009",137.988,30.3913666666667,242.167902777778,5.30902777777778,2.202,2.711,12.958,12.5203666666667
"837",2009-04-01,"Wednesday",4,2009,"4 - 2009",143.048,27.3523333333333,242.906034722222,4.80791666666667,2.807,2.364,7.309,14.8723333333333
"838",2009-04-02,"Thursday",4,2009,"4 - 2009",124.762,27.4055666666667,242.239638888889,4.76138888888889,1.128,0.324,13.5,12.4535666666667
"839",2009-04-03,"Friday",4,2009,"4 - 2009",132.598,22.721,241.811888888889,3.98291666666667,0,0.326,8.556,13.839
"840",2009-04-04,"Saturday",4,2009,"4 - 2009",199.728,36.5205333333333,241.450652777778,6.39652777777778,2.699,4.172,16.251,13.3985333333333
"841",2009-04-05,"Sunday",4,2009,"4 - 2009",183.012,22.9286,242.313708333333,4.11208333333333,3.832,0.357,6.503,12.2366
"842",2009-04-06,"Monday",4,2009,"4 - 2009",131.54,24.2105666666667,242.301145833333,4.22555555555556,0.799,0.333,10.141,12.9375666666667
"843",2009-04-07,"Tuesday",4,2009,"4 - 2009",152.732,24.0015333333333,241.989416666667,4.23125,1.103,0.338,9.121,13.4395333333333
"844",2009-04-08,"Wednesday",4,2009,"4 - 2009",161.35,25.5766666666667,242.259729166667,4.52791666666667,2.131,2.827,7.968,12.6506666666667
"845",2009-04-09,"Thursday",4,2009,"4 - 2009",176.936,31.5078666666667,242.296826388889,5.46458333333333,2.682,0.366,13.482,14.9778666666667
"846",2009-04-10,"Friday",4,2009,"4 - 2009",165.792,30.7019,242.034486111111,5.32916666666667,2.057,2.822,13.828,11.9949
"847",2009-04-11,"Saturday",4,2009,"4 - 2009",253.666,41.0407666666667,240.969256944444,7.17527777777778,3.661,4.286,18.233,14.8607666666667
"848",2009-04-12,"Sunday",4,2009,"4 - 2009",281.67,35.6835333333333,240.403298611111,6.33277777777778,7.498,1.504,12.47,14.2115333333333
"849",2009-04-13,"Monday",4,2009,"4 - 2009",199.44,26.6437333333333,241.131446453408,4.73783031988873,1.006,5.648,6.209,13.7807333333333
"850",2009-04-14,"Tuesday",4,2009,"4 - 2009",188.58,25.0256333333333,241.492326388889,4.435,0.888,2.341,9.478,12.3186333333333
"851",2009-04-15,"Wednesday",4,2009,"4 - 2009",190.886,20.2677,241.320708333333,3.61097222222222,1.88,0.463,5.278,12.6467
"852",2009-04-16,"Thursday",4,2009,"4 - 2009",179.016,26.0754,240.476041666667,4.62416666666667,2.896,0.397,9.809,12.9734
"853",2009-04-17,"Friday",4,2009,"4 - 2009",171.198,34.0468333333333,241.327729166667,5.96694444444444,0,5.224,7.655,21.1678333333333
"854",2009-04-18,"Saturday",4,2009,"4 - 2009",146.958,25.2044333333333,241.04625,4.42805555555556,1.028,2.613,10.699,10.8644333333333
"855",2009-04-19,"Sunday",4,2009,"4 - 2009",153.604,21.4411333333333,242.658534722222,3.74847222222222,2.201,0.376,8.088,10.7761333333333
"856",2009-04-20,"Monday",4,2009,"4 - 2009",169.502,24.7751666666667,241.904555555556,4.33333333333333,0,2.644,10.476,11.6551666666667
"857",2009-04-21,"Tuesday",4,2009,"4 - 2009",182.732,31.5766333333333,240.648465277778,5.53527777777778,1.925,0.375,7.38,21.8966333333333
"858",2009-04-22,"Wednesday",4,2009,"4 - 2009",203.908,24.9366333333333,241.274854166667,4.37277777777778,1.024,1.203,13.265,9.44463333333333
"859",2009-04-23,"Thursday",4,2009,"4 - 2009",175.454,19.0243333333333,241.494638888889,3.40222222222222,1.068,0.395,5.511,12.0503333333333
"860",2009-04-24,"Friday",4,2009,"4 - 2009",180.82,19.9008,241.790083333333,3.52986111111111,0,0.383,9.677,9.8408
"861",2009-04-25,"Saturday",4,2009,"4 - 2009",235.592,33.7047333333333,240.508333333333,5.93611111111111,2.007,3.901,13.225,14.5717333333333
"862",2009-04-26,"Sunday",4,2009,"4 - 2009",229.618,29.6937666666667,241.864923611111,5.24208333333333,3.053,3.017,10.561,13.0627666666667
"863",2009-04-27,"Monday",4,2009,"4 - 2009",160.408,22.5271333333333,241.001229166667,4.00416666666667,0.995,0.376,7.021,14.1351333333333
"864",2009-04-28,"Tuesday",4,2009,"4 - 2009",160.366,28.4397666666667,241.990125,5.05902777777778,2.068,0.371,11.469,14.5317666666667
"865",2009-04-29,"Wednesday",4,2009,"4 - 2009",141.616,27.7446666666667,242.186541666667,4.85847222222222,1.043,2.492,9.372,14.8376666666667
"866",2009-04-30,"Thursday",4,2009,"4 - 2009",138.056,30.5793666666667,241.904333333333,5.32388888888889,1.027,0.363,15.305,13.8843666666667
"867",2009-05-01,"Friday",5,2009,"5 - 2009",190.462,25.2133666666667,241.273090277778,4.42416666666667,1.067,1.052,11.709,11.3853666666667
"868",2009-05-02,"Saturday",5,2009,"5 - 2009",179.62,23.2318333333333,241.882902777778,4.0775,1.43,0.374,9.76,11.6678333333333
"869",2009-05-03,"Sunday",5,2009,"5 - 2009",179.698,26.8146333333333,242.066333333333,4.76194444444444,3.207,2.593,7.226,13.7886333333333
"870",2009-05-04,"Monday",5,2009,"5 - 2009",146.056,27.7980333333333,241.435229166667,4.84138888888889,1.007,0.411,11.374,15.0060333333333
"871",2009-05-05,"Tuesday",5,2009,"5 - 2009",141.914,28.8579,240.818493055556,5.05722222222222,1.049,5.539,10.166,12.1039
"872",2009-05-06,"Wednesday",5,2009,"5 - 2009",146.378,22.4983666666667,240.896715277778,3.96972222222222,1.038,1.797,9.058,10.6053666666667
"873",2009-05-07,"Thursday",5,2009,"5 - 2009",135.008,16.8774666666667,241.173513888889,2.97277777777778,0,0.374,7.992,8.51146666666667
"874",2009-05-08,"Friday",5,2009,"5 - 2009",154.882,30.9526,240.8248125,5.41777777777778,2.226,0.848,15.426,12.4526
"875",2009-05-09,"Saturday",5,2009,"5 - 2009",182.984,21.0225333333333,241.574229166667,3.76444444444444,2.09,0.382,6.605,11.9455333333333
"876",2009-05-10,"Sunday",5,2009,"5 - 2009",204.898,32.7758666666667,241.071876302988,5.84391938846421,4.3,6.67,8.692,13.1138666666667
"877",2009-05-11,"Monday",5,2009,"5 - 2009",158.44,25.2862666666667,240.251326388889,4.43097222222222,1.035,0.457,11.009,12.7852666666667
"878",2009-05-12,"Tuesday",5,2009,"5 - 2009",150.022,27.0992666666667,240.376777777778,4.76888888888889,0,2.713,11.335,13.0512666666667
"879",2009-05-13,"Wednesday",5,2009,"5 - 2009",171.566,20.7733,240.635979166667,3.70736111111111,1.419,0.553,7.127,11.6743
"880",2009-05-14,"Thursday",5,2009,"5 - 2009",151.91,26.7830666666667,240.059520833333,4.80569444444444,0,4.065,11.499,11.2190666666667
"881",2009-05-15,"Friday",5,2009,"5 - 2009",140.546,23.7037666666667,240.957201388889,4.18277777777778,1.382,0.494,12.195,9.63276666666667
"882",2009-05-16,"Saturday",5,2009,"5 - 2009",186.502,33.4563,239.988756944444,5.88541666666667,1.705,4.82,12.265,14.6663
"883",2009-05-17,"Sunday",5,2009,"5 - 2009",226.46,25.7294,240.300729166667,4.60541666666667,2.555,1.926,7.168,14.0804
"884",2009-05-18,"Monday",5,2009,"5 - 2009",154.56,20.1651,240.958673611111,3.51819444444444,0.763,0.374,8.971,10.0571
"885",2009-05-19,"Tuesday",5,2009,"5 - 2009",188.884,26.9557333333333,240.9929375,4.70152777777778,3.253,0.792,10.981,11.9297333333333
"886",2009-05-20,"Wednesday",5,2009,"5 - 2009",182.382,21.7860333333333,241.319708333333,3.83944444444444,1.061,1.889,9.47,9.36603333333333
"887",2009-05-21,"Thursday",5,2009,"5 - 2009",212.396,26.2525,241.019104166667,4.60847222222222,1.553,1.278,12.563,10.8585
"888",2009-05-22,"Friday",5,2009,"5 - 2009",237.242,17.9134333333333,241.966534722222,3.20097222222222,0.982,1.207,8.078,7.64643333333333
"889",2009-05-23,"Saturday",5,2009,"5 - 2009",193.25,25.5099666666667,240.568416666667,4.49444444444444,0.48,1.844,12.579,10.6069666666667
"890",2009-05-24,"Sunday",5,2009,"5 - 2009",177.2,21.4631,242.017965277778,3.77055555555556,0.045,0.446,10.256,10.7161
"891",2009-05-25,"Monday",5,2009,"5 - 2009",183.162,22.5682666666667,238.430902777778,4.00180555555556,0.92,0.966,9.93,10.7522666666667
"892",2009-05-26,"Tuesday",5,2009,"5 - 2009",126.172,22.2945666666667,231.780535838553,4.0446764091858,1.191,0.86,10.1,10.1435666666667
"893",2009-05-27,"Wednesday",5,2009,"5 - 2009",124.902,25.7382,231.142972222222,4.67347222222222,1.052,2.355,11.076,11.2552
"894",2009-05-28,"Thursday",5,2009,"5 - 2009",128.786,19.6622666666667,233.702361111111,3.51291666666667,1.502,0.421,9.049,8.69026666666667
"895",2009-05-29,"Friday",5,2009,"5 - 2009",147.15,20.7141,241.558701388889,3.63347222222222,1.005,0.434,10.112,9.1631
"896",2009-05-30,"Saturday",5,2009,"5 - 2009",233.688,27.6517666666667,241.163409722222,4.90305555555556,2.787,1.707,11.557,11.6007666666667
"897",2009-05-31,"Sunday",5,2009,"5 - 2009",200.616,15.9481666666667,241.456145833333,2.88666666666667,1.466,0.458,5.72,8.30416666666667
"898",2009-06-01,"Monday",6,2009,"6 - 2009",229.876,24.0543333333333,241.334125,4.31125,2.789,0.461,11.361,9.44333333333333
"899",2009-06-02,"Tuesday",6,2009,"6 - 2009",223.696,18.1773,241.630298611111,3.36777777777778,0,0.506,7.892,9.7793
"900",2009-06-03,"Wednesday",6,2009,"6 - 2009",200.926,22.6096333333333,240.405923611111,4.07666666666667,0.94,1.37,11.577,8.72263333333333
"901",2009-06-04,"Thursday",6,2009,"6 - 2009",164.662,17.261,240.010201388889,3.08347222222222,1.906,0.455,6.905,7.995
"902",2009-06-05,"Friday",6,2009,"6 - 2009",156.95,20.506,239.863208333333,3.65,0,0.456,12.515,7.535
"903",2009-06-06,"Saturday",6,2009,"6 - 2009",233.496,24.5908333333333,240.581840277778,4.41430555555556,1.769,2.732,10.611,9.47883333333333
"904",2009-06-07,"Sunday",6,2009,"6 - 2009",218.93,20.1232,241.0185625,3.62888888888889,2.077,1.641,6.034,10.3712
"905",2009-06-08,"Monday",6,2009,"6 - 2009",129.36,19.6462666666667,240.064729166667,3.54208333333333,1.024,0.432,8.551,9.63926666666667
"906",2009-06-09,"Tuesday",6,2009,"6 - 2009",154.396,22.2141666666667,240.923513888889,3.95777777777778,1,0.414,10.695,10.1051666666667
"907",2009-06-10,"Wednesday",6,2009,"6 - 2009",159.208,26.7166,240.716083333333,4.73388888888889,1.032,4.745,9.889,11.0506
"908",2009-06-11,"Thursday",6,2009,"6 - 2009",159.932,21.6775,241.176055555556,3.85333333333333,0,0.472,10.61,10.5955
