"","ds","Global_reactive_power","y","kitchen_kwh","laundry_kwh","waterheat_aircond_kwh","Other_kwh","Voltage","Global_intensity"
"569",27,253.582,30.0844,4.258,5.23,7.536,13.0604,240.590229166667,5.35944444444444
"570",27,202.81,16.3898333333333,2.171,0.592,7.149,6.47783333333333,239.633715277778,2.96861111111111
"571",28,196.318,18.7702333333333,0.991,0.503,7.592,9.68423333333333,239.700625,3.37138888888889
"572",28,191.724,15.3219666666667,0.951,0.499,7.352,6.51996666666667,240.329576388889,2.77527777777778
"573",28,240.242,20.8546,0.982,0.552,8.186,11.1346,239.867756944444,3.74347222222222
"574",28,251.036,20.9036,0.724,0.558,9.251,10.3706,239.516909722222,3.78222222222222
"575",28,266.124,22.1475333333333,4.436,2.617,7.231,7.86353333333333,240.059277777778,4.05041666666667
"576",28,166.908,20.9105666666667,1.671,3.164,7.056,9.01956666666667,240.2896875,3.76666666666667
"577",28,209.668,18.9654333333333,2.564,1.995,6.436,7.97043333333333,240.4941875,3.43166666666667
"578",29,190.936,19.2643333333333,0.968,0.552,8.585,9.15933333333333,239.781444444444,3.43569444444444
"579",29,206.462,17.9510333333333,1.537,2.799,4.978,8.63703333333333,240.593381944444,3.23680555555556
"580",29,239.506,21.9853666666667,1.122,0.723,8.28,11.8603666666667,239.917034722222,4.02666666666667
"581",29,195.606,21.0264,1.143,0.552,9.26,10.0714,239.5771875,3.73694444444444
"582",29,208.03,22.4002333333333,2.941,3.146,7.676,8.63723333333333,239.151118055556,4.01972222222222
"583",29,172.576,15.6922333333333,1.943,1.076,5.457,7.21623333333333,239.777694444444,2.83638888888889
"584",29,172.45,19.2746333333333,1.698,0.431,9.189,7.95663333333333,239.101694444444,3.48208333333333
"585",30,161.128,12.3373666666667,0,0.43,4.886,7.02136666666667,239.670305555556,2.27263888888889
"586",30,162.392,15.7105,1.233,0.454,6.325,7.6985,240.096118055556,2.84944444444444
"587",30,185.882,18.2241666666667,0.837,0.476,8.344,8.56716666666667,239.883763888889,3.22152777777778
"588",30,182.714,14.4255666666667,1.168,0.492,6.731,6.03456666666667,239.057215277778,2.61833333333333
"589",30,213.318,13.5947333333333,0,0.948,6.243,6.40373333333333,240.028694444444,2.49444444444444
"590",30,233.138,19.1232666666667,1.063,0.858,8.385,8.81726666666667,238.471159722222,3.5125
"591",30,198.514,13.7634,0,0.509,5.963,7.2914,239.993694444444,2.57430555555556
"592",31,208.384,19.4426333333333,1.571,0.53,5.802,11.5396333333333,240.248881944444,3.64083333333333
"593",31,227.536,21.6651333333333,2.548,0.773,6.278,12.0661333333333,239.085590277778,4.06513888888889
"594",31,243.476,23.2106333333333,1.533,2.808,7.588,11.2816333333333,240.095673611111,4.23180555555556
"595",31,252.704,12.3262666666667,0.586,1.15,5.091,5.49926666666667,239.8054375,2.32791666666667
"596",31,178.294,8.4296,0,0.504,3.803,4.1226,239.128729166667,1.58791666666667
"597",31,166.052,8.41303333333333,0,0.499,3.926,3.98803333333333,237.0544375,1.57666666666667
"598",31,193.822,18.7754666666667,0.596,4.677,4.411,9.09146666666667,237.863270833333,3.41680555555556
"599",32,180.248,13.7853,0.635,0.509,7.118,5.5233,238.736458333333,2.50597222222222
"600",32,214.504,5.4352,0,0.513,2.215,2.7072,240.565826388889,1.09041666666667
"601",32,214.94,5.5814,0,0.526,2.357,2.6984,239.312326388889,1.12069444444444
"602",32,196.448,5.03666666666667,0,0.481,1.98,2.57566666666667,239.456541666667,1.00555555555556
"603",32,199.99,5.98206666666667,0,0.489,1.902,3.59106666666667,240.710458333333,1.16027777777778
"604",32,189.106,5.8672,0,0.464,1.905,3.4982,240.264888888889,1.1225
"605",32,187.62,6.1986,0,0.489,1.88,3.8296,240.718326388889,1.17069444444444
"606",33,187.042,4.8164,0,0.462,1.844,2.5104,240.048284722222,0.953472222222222
"607",33,183.836,4.70973333333333,0,0.451,1.789,2.46973333333333,240.871513888889,0.931527777777778
"608",33,177.966,4.5043,0,0.441,1.641,2.4223,241.140881944444,0.885
"609",33,178.178,4.5609,0,0.439,1.691,2.4309,241.158166666667,0.895972222222222
"610",33,181.678,4.58023333333333,0,0.442,1.688,2.45023333333333,242.095347222222,0.899444444444444
"611",33,179.516,4.57993333333333,0,0.445,1.71,2.42493333333333,241.183451388889,0.897777777777778
"612",33,178.098,4.56263333333333,0,0.44,1.719,2.40363333333333,241.355840277778,0.894305555555556
"613",34,180.622,4.5782,0,0.442,1.697,2.4392,240.894736111111,0.903333333333333
"614",34,178.064,4.47453333333333,0,0.437,1.626,2.41153333333333,241.543708333333,0.883333333333333
"615",34,168.972,4.35496666666667,0,0.432,1.577,2.34596666666667,240.295666666667,0.849722222222222
"616",34,174.654,4.45206666666667,0,0.438,1.614,2.40006666666667,240.882243055556,0.872083333333333
"617",34,169.422,4.24403333333333,0,0.419,1.485,2.34003333333333,242.142659722222,0.830833333333333
"618",34,163.91,4.24526666666667,0,0.404,1.523,2.31826666666667,241.613416666667,0.826388888888889
"619",34,163.87,4.17163333333333,0,0.422,1.436,2.31363333333333,241.473972222222,0.808333333333333
"620",35,166.566,4.29273333333333,0,0.42,1.533,2.33973333333333,241.119548611111,0.837222222222222
"621",35,165.872,4.3019,0,0.399,1.539,2.3639,240.576465277778,0.833194444444444
"622",35,174.098,4.47076666666667,0,0.432,1.631,2.40776666666667,240.542652777778,0.875
"623",35,171.186,4.4598,0,0.43,1.599,2.4308,240.335451388889,0.875
"624",35,177.552,4.50706666666667,0,0.435,1.619,2.45306666666667,240.513993055556,0.88625
"625",35,210.418,25.0422,2.056,3.733,12.136,7.1172,240.018055555556,4.45277777777778
"626",35,184.486,20.7918333333333,0.95,0.521,10.183,9.13783333333333,239.915909722222,3.7325
"627",36,224.634,23.0692333333333,4.273,1.206,6.648,10.9422333333333,239.328965277778,4.14152777777778
"628",36,179.288,23.1414333333333,1.326,1.902,10.213,9.70043333333333,240.029458333333,4.11861111111111
"629",36,151.872,20.4203333333333,2.225,0.404,9.408,8.38333333333333,238.663493055556,3.65472222222222
"630",36,147.236,14.566,0.379,0.431,6.943,6.813,239.590590277778,2.60555555555556
"631",36,238.292,31.1429,2.948,6.5,13.4,8.2949,239.339777777778,5.52444444444444
"632",36,176.444,22.8776,3.612,1.707,5.976,11.5826,240.5886875,4.08083333333333
"633",36,160.574,21.8220666666667,0.747,2.293,9.559,9.22306666666667,241.381826388889,3.85333333333333
"634",37,180.67,19.3275666666667,0.236,0.453,7.728,10.9105666666667,239.781666666667,3.46444444444444
"635",37,166.43,21.6794,1.009,0.399,10.281,9.9904,239.480583333333,3.8575
"636",37,192.038,17.1452333333333,1.005,0.417,7.644,8.07923333333333,239.099805555556,3.08027777777778
"637",37,178.298,23.2127,1.867,0.402,8.738,12.2057,239.9683125,4.14458333333333
"638",37,186.192,27.1906,0.93,5.433,11.807,9.0206,240.124548611111,4.82013888888889
"639",37,193.746,26.2721,4.673,0.445,6.538,14.6161,239.888986111111,4.735
"640",37,136.118,28.2951333333333,0.96,0.364,10.322,16.6491333333333,240.255909722222,5.07180555555556
"641",38,156.06,20.3643666666667,0,0.368,8.249,11.7473666666667,240.94875,3.61930555555556
"642",38,177.168,25.3201666666667,1.91,3.727,9.371,10.3121666666667,240.656673611111,4.48972222222222
"643",38,189.376,25.0881666666667,4.202,0.357,7.991,12.5381666666667,240.327138888889,4.44736111111111
"644",38,166.768,25.3141,1.569,0.351,12.367,11.0271,240.357111111111,4.47875
"645",38,156.204,21.7433333333333,0,0.37,12.477,8.89633333333333,240.594118055556,3.80555555555556
"646",38,206.262,25.5511666666667,4.01,2.381,8.347,10.8131666666667,240.940159722222,4.56027777777778
"647",38,151.524,22.6427333333333,1.014,2.448,10.227,8.95373333333333,240.209159722222,4.01263888888889
"648",39,165.128,20.5464666666667,0,2.168,7.92,10.4584666666667,240.183361111111,3.68416666666667
"649",39,173.472,28.6391666666667,2.019,4.73,10.548,11.3421666666667,240.125791666667,5.03166666666667
"650",39,173.77,18.8536666666667,1.012,0.751,8.485,8.60566666666667,240.290326388889,3.34375
"651",39,211.572,23.8575,1.221,0.37,10.89,11.3765,240.393625,4.23958333333333
"652",39,257.04,35.4574333333333,4.347,2.584,12.688,15.8384333333333,240.146479166667,6.25861111111111
"653",39,163.968,28.8517333333333,1.92,0.385,11.242,15.3047333333333,240.278416666667,5.07958333333333
"654",39,199.432,25.0289666666667,1.014,0.363,10.677,12.9749666666667,240.264020833333,4.40944444444444
"655",40,155.092,22.9167666666667,0.998,0.36,7.415,14.1437666666667,240.583770833333,4.02472222222222
"656",40,181.256,31.2060666666667,2.249,5.8,10.808,12.3490666666667,241.128611111111,5.48208333333333
"657",40,153.676,22.4223666666667,0,0.367,9.06,12.9953666666667,240.328243055556,3.94861111111111
"658",40,158.598,26.8763333333333,4.801,0.349,9.432,12.2943333333333,239.842006944444,4.74569444444444
"659",40,216.2,35.0082666666667,3.462,0.629,12.573,18.3442666666667,240.174402777778,6.14486111111111
"660",40,146.296,25.8325,0.99,3.257,6.071,15.5145,240.137541666667,4.53416666666667
"661",40,125.204,23.7297,0.99,0.286,9.562,12.8917,239.119076388889,4.21638888888889
"662",41,187.234,28.7761333333333,1.016,0.419,9.476,17.8651333333333,238.852868055556,5.16611111111111
"663",41,152.41,31.0096,1.044,5.126,11.65,13.1896,240.049013888889,5.43125
"664",41,181.9,33.0613666666667,1.032,3.064,11.652,17.3133666666667,239.275423611111,5.81236111111111
"665",41,148.044,25.3056333333333,0,0.389,12.046,12.8706333333333,239.634854166667,4.43680555555556
"666",41,154.848,27.8231,2.144,2.335,11.373,11.9711,239.182618055556,4.90597222222222
"667",41,161.806,31.799,2.561,5.822,7.171,16.245,240.151541666667,5.61513888888889
"668",41,147.894,24.3662666666667,1.037,0.535,9.483,13.3112666666667,240.809423611111,4.25430555555556
"669",42,164.286,26.8176,1.177,0.442,9.939,15.2596,239.215729166667,4.73013888888889
"670",42,168.462,35.9482666666667,1.998,7.042,9.984,16.9242666666667,239.506791666667,6.32819444444444
"671",42,136.84,26.3946666666667,0.951,0.429,8.438,16.5766666666667,239.262847222222,4.66125
"672",42,153.522,31.1147666666667,2.036,3.187,9.639,16.2527666666667,240.047625,5.47583333333333
"673",42,162.628,37.3198333333333,0.799,1.655,12.146,22.7198333333333,239.835430555556,6.54708333333333
"674",42,181.596,32.8655666666667,0.698,8.01,4.6,19.5575666666667,240.042548611111,5.80527777777778
"675",42,137.812,27.7925666666667,0.844,2.648,10.475,13.8255666666667,240.432493055556,4.86027777777778
"676",43,152.344,34.3952666666667,0.857,2.663,11.331,19.5442666666667,239.7306875,6.08083333333333
"677",43,149.344,27.4335,0.662,2.542,8.487,15.7425,240.815763888889,4.83694444444444
"678",43,161.208,30.5082333333333,0.815,1.435,10.587,17.6712333333333,240.399041666667,5.37458333333333
"679",43,168.014,35.5537666666667,7.893,2.277,10.284,15.0997666666667,240.413694444444,6.26694444444444
"680",43,111.238,25.3859333333333,0.737,0.394,13.433,10.8219333333333,233.764694444444,4.41875
"681",43,115.53,8.72486666666667,0,0.36,2.013,6.35186666666667,242.123465277778,1.49916666666667
"682",43,128.978,8.73153333333333,0,0.402,1.967,6.36253333333333,242.228055555556,1.50916666666667
"683",44,145.076,22.1215,2.263,0.362,5.09,14.4065,241.326791666667,3.85319444444444
"684",44,133.282,26.8762666666667,1.037,0.345,4.015,21.4792666666667,241.789597222222,4.60430555555556
"685",44,123.028,18.31,0,0.345,2.619,15.346,242.083291666667,3.27333333333333
"686",44,104.348,21.4305333333333,0,0.312,10.483,10.6355333333333,241.329770833333,3.76638888888889
"687",44,113.672,13.8416333333333,0,0.344,1.939,11.5586333333333,241.810236111111,2.62569444444444
"688",44,120.472,15.1769,0,0.346,2.824,12.0069,242.155743055556,2.86402777777778
"689",44,115.248,14.1266666666667,0.963,0.347,1.892,10.9246666666667,241.765118055556,2.665
"690",45,121.476,26.0386,0,6.214,4.106,15.7186,240.802444444444,4.65236111111111
"691",45,257.82,52.2488333333333,7.597,10.409,8.362,25.8808333333333,239.480770833333,9.23916666666667
"692",45,181.468,26.4739666666667,1.033,0.43,6.734,18.2769666666667,240.390215277778,4.72666666666667
"693",45,109.988,26.9864,1.032,0.389,10.421,15.1444,239.751784722222,4.75458333333333
"694",45,133.168,28.8856333333333,1.114,3.271,6.069,18.4316333333333,239.308027777778,5.10472222222222
"695",45,210.946,42.9756333333333,6.301,0.661,14.348,21.6656333333333,238.454069444444,7.62097222222222
"696",45,156.726,35.2150666666667,1.023,0.355,10.387,23.4500666666667,239.629819444444,6.21430555555556
"697",46,128.08,40.9325,2.475,2.288,14.651,21.5185,239.878694444444,7.18333333333333
"698",46,159.172,36.5047666666667,1.066,2.752,9.43,23.2567666666667,240.386548611111,6.35125
"699",46,125.424,20.641,0,0.338,6.315,13.988,241.597923611111,3.62722222222222
"700",46,127.894,27.0289666666667,2.092,0.325,9.929,14.6829666666667,241.021819444444,4.75555555555556
"701",46,165.16,50.5271333333333,3.952,3.799,15.635,27.1411333333333,238.634118055556,8.96319444444444
"702",46,163.13,39.4238666666667,4.791,1.829,8.945,23.8588666666667,240.494138888889,6.91902777777778
"703",46,118.874,25.3939333333333,0,0.378,10.59,14.4259333333333,241.134930555556,4.41208333333333
"704",47,139.282,29.1508333333333,1.079,0.369,11.204,16.4988333333333,239.902041666667,5.14180555555556
"705",47,166.452,30.6706333333333,1.737,3.026,8.704,17.2036333333333,240.539618055556,5.41291666666667
"706",47,121.192,28.2056,1.034,0.347,7.732,19.0926,239.818118055556,4.98444444444444
"707",47,127.554,27.8988333333333,1.039,0.348,10.396,16.1158333333333,239.928333333333,4.94652777777778
"708",47,124.868,28.5228,1.093,0.882,8.32,18.2278,239.7318125,5.04958333333333
"709",47,207.018,56.7796666666667,3.631,8.823,10.29,34.0356666666667,239.150972222222,10.0483333333333
"710",47,121.618,53.5499666666667,1.063,0.51,13.378,38.5989666666667,240.359486111111,9.28541666666667
"711",48,150.564,45.0475,3.01,0.345,10.471,31.2215,240.930604166667,7.82388888888889
"712",48,119.996,25.2659,0.909,0.304,10.002,14.0509,242.400895833333,4.35638888888889
"713",48,126.218,39.3703,2.491,0.33,12.44,24.1093,241.440013888889,6.84111111111111
"714",48,128.426,31.4327333333333,1.113,0.295,11.361,18.6637333333333,243.066513888889,5.40958333333333
"715",48,166.51,40.5778,5.268,2.392,12.386,20.5318,241.240756944444,7.05361111111111
"716",48,170.904,40.0231333333333,1.161,3.481,11.474,23.9071333333333,242.3745625,6.95555555555556
"717",48,118.678,26.9423,1.085,0.309,9.013,16.5353,243.445840277778,4.75847222222222
"718",49,145.908,29.8907333333333,0,0.304,11.343,18.2437333333333,243.379368055556,5.21513888888889
"719",49,124.722,29.2527333333333,1.137,0.302,9.664,18.1497333333333,243.383729166667,5.06958333333333
"720",49,113.99,28.9773,1.085,0.281,11.314,16.2973,243.463138888889,5.02375
"721",49,120.026,34.3103,0.831,0.31,9.852,23.3173,242.975909722222,5.96763888888889
"722",49,188.144,42.0639333333333,4.005,5.749,9.048,23.2619333333333,241.1365625,7.35833333333333
"723",49,180.224,41.1123333333333,3.294,0.31,13.627,23.8813333333333,242.238541666667,7.15736111111111
"724",49,120.782,31.1439333333333,1.117,0.296,13.256,16.4749333333333,243.731618055556,5.38319444444444
"725",50,132.516,33.3857333333333,1.985,2.553,12.886,15.9617333333333,243.555652777778,5.75763888888889
"726",50,137.006,35.1836666666667,1.128,4.144,10.889,19.0226666666667,231.664006944444,6.05986111111111
"727",50,114.916,23.8753666666667,1.16,0.273,7.979,14.4633666666667,243.418361111111,4.12194444444444
"728",50,139.342,30.2589,1.157,0.255,12.154,16.6929,243.043020833333,5.22166666666667
"729",50,163.278,30.4262333333333,2.186,0.261,9.271,18.7082333333333,241.538548611111,5.32180555555556
"730",50,164.014,33.3686666666667,3.742,2.497,5.415,21.7146666666667,241.622798611111,5.88152777777778
"731",50,113.744,29.9241666666667,1.178,0.252,9.668,18.8261666666667,243.039201388889,5.19097222222222
"732",51,114.598,29.9515,0,0.253,11.334,18.3645,243.879902777778,5.19263888888889
"733",51,136.216,34.9797666666667,4.251,0.284,10.813,19.6317666666667,243.313513888889,6.08027777777778
"734",51,118.07,28.949,1.125,0.258,11.293,16.273,242.8590625,4.98930555555556
"735",51,132.154,31.3685333333333,1.538,0.296,11.773,17.7615333333333,241.866173611111,5.48013888888889
"736",51,160.838,37.4023666666667,1.134,6.479,12.837,16.9523666666667,242.565097222222,6.5
"737",51,135.072,44.0601666666667,1.099,9.189,14.816,18.9561666666667,241.720083333333,7.66263888888889
"738",51,124.87,33.5968,2.157,0.391,10.433,20.6158,241.864493055556,5.85708333333333
"739",52,151.08,29.9681333333333,2.666,2.115,8.326,16.8611333333333,241.770548611111,5.25069444444444
"740",52,115.318,21.1606333333333,0,0.364,9.981,10.8156333333333,243.960625,3.63361111111111
"741",52,116.882,17.6853,0,0.285,3.598,13.8023,243.2330625,3.03861111111111
"742",52,124.222,20.3955333333333,1.121,0.279,7.796,11.1995333333333,244.353659722222,3.50069444444444
"743",52,118.132,49.5360666666667,0,0.244,12.209,37.0830666666667,243.311895833333,8.43180555555556
"744",52,112.248,26.1773666666667,1.953,0.217,5.291,18.7163666666667,244.560381944444,4.42
"745",52,91.638,9.25463333333333,0,0.218,2.48,6.55663333333333,244.954756944444,1.57888888888889
"746",53,113.206,19.9206333333333,0,0.245,7.145,12.5306333333333,244.638166666667,3.40180555555556
"747",53,129.272,32.7364666666667,2.975,0.246,11.86,17.6554666666667,243.296618055556,5.68763888888889
"748",1,112.668,23.4448666666667,0.765,3.845,2.803,16.0318666666667,242.8360625,4.14986111111111
"749",1,204.73,38.7918333333333,2.417,6.018,11.841,18.5158333333333,242.704888888889,6.73777777777778
"750",1,174.912,31.8916,6.44,0.328,10.439,14.6846,243.681458333333,5.53083333333333
"751",1,167.338,32.3332333333333,1.457,5.251,3.245,22.3802333333333,244.822430555556,5.63319444444444
"752",1,128.938,26.7333333333333,1.247,0.322,8.65,16.5143333333333,244.830777777778,4.63625
"753",1,115.556,28.1643666666667,0,0.254,12.462,15.4483666666667,245.092666666667,4.83402777777778
"754",1,141.504,34.6712,2.687,3.82,9.979,18.1852,246.040638888889,5.94680555555556
"755",2,124.374,27.2211666666667,2.773,0.299,10.075,14.0741666666667,245.350736111111,4.72069444444444
"756",2,115.572,29.8117,1.802,0.272,9.285,18.4527,244.622409722222,5.18208333333333
"757",2,161.734,35.0491333333333,2.828,4.288,12.539,15.3941333333333,244.120486111111,6.08888888888889
"758",2,143.24,32.9331333333333,4.521,5.301,5.887,17.2241333333333,245.531548611111,5.76472222222222
"759",2,112.428,26.4879666666667,0,0.261,12.147,14.0799666666667,245.527069444444,4.51388888888889
"760",2,134.142,36.3766666666667,1.14,0.329,16.194,18.7136666666667,244.458340277778,6.25430555555556
"761",2,120.792,29.6965333333333,2.279,0.332,10.318,16.7675333333333,244.601951388889,5.11305555555556
"762",3,115.546,26.0678,2.731,0.39,9.561,13.3858,243.021277777778,4.52055555555556
"763",3,179.92,46.1092333333333,5.811,3.158,15.22,21.9202333333333,242.568972222222,8.04055555555555
"764",3,164.544,55.297,2.477,3.154,15.322,34.344,241.631541666667,9.57888888888889
"765",3,209.84,52.5699,5.649,6.701,12.727,27.4929,242.644083333333,9.16763888888889
"766",3,119.274,28.3311,1.118,0.376,10.279,16.5581,243.126173611111,4.92444444444444
"767",3,133.88,28.9671333333333,0,0.282,13.727,14.9581333333333,243.399854166667,4.97972222222222
"768",3,128.044,28.9905666666667,1.148,2.159,9.83,15.8535666666667,244.1051875,4.99291666666667
"769",4,115.6,20.6226,0,0.341,8.246,12.0356,244.006354166667,3.59
"770",4,126.298,31.8422666666667,2.078,0.295,12.146,17.3232666666667,242.768951388889,5.53083333333333
"771",4,169.974,36.6795,5.096,4.492,8.322,18.7695,243.250756944444,6.39111111111111
"772",4,147.766,47.3944,3.971,5.96,11.213,26.2504,242.543993055556,8.15138888888889
"773",4,113.276,27.9078666666667,1.121,0.348,9.821,16.6178666666667,243.200270833333,4.83444444444444
"774",4,135.636,23.7505,0.896,0.278,6.608,15.9685,243.937604166667,4.16791666666667
"775",4,116.02,45.3622333333333,2.301,6.949,14.285,21.8272333333333,243.032222222222,7.83097222222222
"776",5,104.306,26.2283,0,0.294,8.996,16.9383,243.362847222222,4.53263888888889
"777",5,120.094,34.3173,1.622,0.28,12.147,20.2683,244.289833333333,5.91791666666667
"778",5,238.712,55.2142,8.278,6.575,15.309,25.0522,242.471381944444,9.63319444444445
"779",5,149.582,30.1243333333333,3.33,0.622,7.494,18.6783333333333,238.305784722222,5.25333333333333
"780",5,106.588,26.7216666666667,1.159,0.232,10.915,14.4156666666667,244.874826388889,4.58111111111111
"781",5,123.01,31.1398333333333,0.703,0.878,14.984,14.5748333333333,244.302722222222,5.34388888888889
"782",5,151.604,41.0154,0.871,6.961,15.96,17.2234,244.686694444444,7.04138888888889
"783",6,122.188,27.4848,1.104,0.264,12.987,13.1298,243.8550625,4.7625
"784",6,126.872,34.1399333333333,1.165,0.273,11.716,20.9859333333333,243.288930555556,5.92166666666667
"785",6,184.644,52.1922666666667,6.822,4.483,17.873,23.0142666666667,242.050923611111,9.08097222222222
"786",6,134.02,36.3811,5.341,0.259,15.174,15.6071,243.354569444444,6.32958333333333
"787",6,134.608,28.4439666666667,1.063,0.228,9.375,17.7779666666667,243.321986111111,4.96555555555556
"788",6,115.832,32.3970333333333,1.128,0.263,12.339,18.6670333333333,243.157770833333,5.58416666666667
"789",6,239.362,43.9898333333333,2.985,10.477,12.195,18.3328333333333,242.0975625,7.73125
"790",7,119.284,32.811,1.109,0.299,17.724,13.679,242.911527777778,5.68263888888889
"791",7,109.186,28.1670333333333,1.1,0.254,11.554,15.2590333333333,241.693333333333,4.89180555555556
"792",7,118.768,38.9221666666667,2.28,3.256,18.543,14.8431666666667,241.946534722222,6.72819444444444
"793",7,114.022,26.4338666666667,2.465,0.226,5.234,18.5088666666667,242.8439375,4.50138888888889
"794",7,111.806,21.9832333333333,0,0.261,7.037,14.6852333333333,242.143006944444,3.82819444444444
"795",7,112.69,13.0283,0,0.266,3.925,8.8373,238.224145833333,2.26055555555556
"796",7,113.064,13.7741666666667,0,0.297,5.471,8.00616666666667,242.231097222222,2.35583333333333
"797",8,99.378,12.2878,1.046,0.262,1.796,9.1838,241.549590277778,2.11152777777778
"798",8,147.036,31.3456,2.897,0.293,8.768,19.3876,240.190708333333,5.535
"799",8,155.402,21.9364,2.111,0.262,3.983,15.5804,240.954340277778,3.80666666666667
"800",8,175.828,37.3079666666667,3.816,8.576,7.133,17.7829666666667,241.316305555556,6.53472222222222
"801",8,129.8,45.5609333333333,1.212,3.744,12.471,28.1339333333333,241.240881944444,7.87305555555556
"802",8,123.346,29.7190666666667,0,1.602,14.512,13.6050666666667,240.887923611111,5.16763888888889
"803",8,113.07,19.4974,1.092,0.274,7.359,10.7724,241.201965277778,3.4125
"804",9,112.6,19.2808666666667,0,0.268,6.841,12.1718666666667,240.732368055556,3.36305555555556
"805",9,202.116,33.8153,1.154,0.246,14.831,17.5843,240.9656875,5.90347222222222
"806",9,212.588,27.1791666666667,1.145,5.358,8.006,12.6701666666667,242.397277777778,4.83430555555556
"807",9,189.494,41.2092333333333,11.224,2.741,8.852,18.3922333333333,242.139729166667,7.23069444444444
"808",9,135.364,24.6240333333333,1.56,0.31,6.684,16.0700333333333,242.241847222222,4.40111111111111
"809",9,127.904,30.8158666666667,1.159,0.268,13.024,16.3648666666667,242.897354166667,5.34708333333333
"810",9,129.434,30.7021666666667,2.214,2.57,8.393,17.5251666666667,242.384486111111,5.39722222222222
"811",10,112.462,24.0302,0,0.271,9.094,14.6652,241.679604166667,4.25333333333333
"812",10,128.956,29.7245666666667,1.144,0.265,12.056,16.2595666666667,240.7933125,5.26361111111111
"813",10,149.866,28.2744333333333,1.055,0.811,12.113,14.2954333333333,242.471645833333,4.93597222222222
"814",10,194.186,39.2861,7.253,5.26,12.691,14.0821,242.159791666667,6.88180555555556
"815",10,136.04,28.0926,2.001,0.369,10.336,15.3866,242.482305555556,4.90444444444444
"816",10,114.902,30.6035,0,0.281,11.61,18.7125,241.8284375,5.34069444444444
"817",10,137.244,40.0984,3.476,7.288,10.737,18.5974,241.821173611111,7.02763888888889
"818",11,134.772,31.4543333333333,0,0.364,13.655,17.4353333333333,241.998423611111,5.45791666666667
"819",11,138.684,24.092,1.082,0.311,10.466,12.233,242.757305555556,4.17138888888889
"820",11,155.25,35.8171333333333,2.196,0.28,18.036,15.3051333333333,242.178805555556,6.18611111111111
"821",11,177.752,32.3677,3.478,5.152,8.353,15.3847,241.771111111111,5.69625
"822",11,119.348,22.3007,0,0.306,9.291,12.7037,242.409527777778,3.855
"823",11,234.992,32.1985,1.11,3.952,12.32,14.8165,241.956423611111,5.64930555555556
"824",11,121.906,24.178,1.123,0.375,12.101,10.579,242.840618055556,4.18111111111111
"825",12,116.412,19.8588666666667,0,0.314,9.458,10.0868666666667,242.776277777778,3.42486111111111
"826",12,130.038,24.3984333333333,1.083,0.308,10.618,12.3894333333333,242.916486111111,4.21777777777778
"827",12,197.656,32.1670333333333,5.42,0.682,10.266,15.7990333333333,242.582722222222,5.67180555555556
"828",12,130.28,28.1528333333333,2.017,3.778,9.015,13.3428333333333,241.527611111111,4.95055555555556
"829",12,120.122,21.6075,1.078,0.31,5.999,14.2205,242.053652777778,3.78944444444444
"830",12,146.836,27.6952,1.71,0.352,10.149,15.4842,242.484097222222,4.89430555555556
"831",12,194.036,30.6462333333333,2.78,3.315,10.287,14.2642333333333,243.1130625,5.35305555555556
"832",13,119.75,20.1834,0,0.312,8.596,11.2754,242.935756944444,3.50166666666667
"833",13,181.074,28.5654333333333,1.103,0.526,9.947,16.9894333333333,242.628645833333,5.01513888888889
"834",13,276.7,37.6829333333333,4.527,0.327,12.225,20.6039333333333,242.135618055556,6.60333333333333
"835",13,137.094,36.9441666666667,1.611,4.024,9.502,21.8071666666667,242.548569444444,6.41833333333333
"836",13,131.324,24.6242,1.085,0.295,9.901,13.3432,242.728520833333,4.30472222222222
"837",13,137.988,30.3913666666667,2.202,2.711,12.958,12.5203666666667,242.167902777778,5.30902777777778
"838",13,143.048,27.3523333333333,2.807,2.364,7.309,14.8723333333333,242.906034722222,4.80791666666667
"839",14,124.762,27.4055666666667,1.128,0.324,13.5,12.4535666666667,242.239638888889,4.76138888888889
"840",14,132.598,22.721,0,0.326,8.556,13.839,241.811888888889,3.98291666666667
"841",14,199.728,36.5205333333333,2.699,4.172,16.251,13.3985333333333,241.450652777778,6.39652777777778
"842",14,183.012,22.9286,3.832,0.357,6.503,12.2366,242.313708333333,4.11208333333333
"843",14,131.54,24.2105666666667,0.799,0.333,10.141,12.9375666666667,242.301145833333,4.22555555555556
"844",14,152.732,24.0015333333333,1.103,0.338,9.121,13.4395333333333,241.989416666667,4.23125
"845",14,161.35,25.5766666666667,2.131,2.827,7.968,12.6506666666667,242.259729166667,4.52791666666667
"846",15,176.936,31.5078666666667,2.682,0.366,13.482,14.9778666666667,242.296826388889,5.46458333333333
"847",15,165.792,30.7019,2.057,2.822,13.828,11.9949,242.034486111111,5.32916666666667
"848",15,253.666,41.0407666666667,3.661,4.286,18.233,14.8607666666667,240.969256944444,7.17527777777778
"849",15,281.67,35.6835333333333,7.498,1.504,12.47,14.2115333333333,240.403298611111,6.33277777777778
"850",15,200.072,26.6654,1.006,5.648,6.209,13.8024,241.132319444444,4.73541666666667
"851",15,188.58,25.0256333333333,0.888,2.341,9.478,12.3186333333333,241.492326388889,4.435
"852",15,190.886,20.2677,1.88,0.463,5.278,12.6467,241.320708333333,3.61097222222222
"853",16,179.016,26.0754,2.896,0.397,9.809,12.9734,240.476041666667,4.62416666666667
